Name,Event,Description,Cost,Date,Time,Address,Ticket_URL,Keywords
Village Underground,Comedy Cellar Lineup,Stand-up comedy show presented by the Comedy Cellar featuring the nightly lineup (performers vary). Individual comedian appearances are subject to change.,$25.00,2026-05-02,10:00 PM,"130 W 3rd St, New York, NY 10012, USA",http://thevillageunderground.com/,"comedy, stand-up, humor, comedian, energetic, adults, late-night, comedy-lineup, live-comedy"
Village Underground,Comedy Cellar Lineup,Stand-up comedy show presented by the Comedy Cellar featuring the nightly lineup (performers vary). Individual comedian appearances are subject to change.,$25.00,2026-05-02,11:55 PM,"130 W 3rd St, New York, NY 10012, USA",http://thevillageunderground.com/,"comedy, stand-up, humor, comedian, energetic, adults, comedy-lineup, nightly-shows"
Prohibition,Alex Miller duo,"Alex Miller moved to New York from Ohio in 2009 and is a regular in the New York bar-gig scene, playing a wide variety of covers from classic rock and folk to modern pop. He frequently takes requests and performs an energetic, crowd-friendly set.",N/A,2026-04-30,8:30 PM,"503 Columbus Ave, New York, NY 10024, USA",https://prohibition.net/,"comedy, live_music, acoustic, energetic, casual, groups, cover-songs, crowd-friendly"
Prohibition,BUSHKILL,"BUSHKILL are a rock band serving up pop-punk hits, party anthems, and singalongs you know by heart. They deliver a high-energy show designed to get the crowd involved.",N/A,2026-05-01,9:30 PM,"503 Columbus Ave, New York, NY 10024, USA",https://prohibition.net/,"comedy, live_music, rock, pop-punk, energetic, rowdy, groups, singalongs, party-anthems"
Prohibition,The Memory Pain,"Memory Pain is a cover band playing rock, pop, emo, and alternative hits from the 90s through today. They perform an upbeat set of familiar songs aimed at a lively audience.",N/A,2026-05-02,9:30 PM,"503 Columbus Ave, New York, NY 10024, USA",https://prohibition.net/,comedy
Comedy Shop,Thursday Comedy Show 10pm,10pm comedy show featuring a rotating lineup of comedians. Seating begins at 9:45pm and there is a two-item minimum per person.,$15.00,2026-04-30,10:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/thursday-comedy-show-10pm-2/,"comedy, stand-up, humor, late-night, energetic, groups, adults, rotating-lineup, two-drink-minimum"
Comedy Shop,Friday: Primetime Comedy 8pm,8pm primetime comedy show with a rotating cast of performers. Seating begins at 7:45pm and there is a two-item minimum per person.,$20.00,2026-05-01,8:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/friday-primetime-comedy-8pm-1/,"comedy, stand-up, humor, energetic, casual, groups, date-night, primetime-comedy"
Comedy Shop,Friday: Primetime Comedy 10pm,10pm primetime comedy show featuring a rotating lineup. Seating begins at 9:45pm and there is a two-item minimum per person.,$20.00,2026-05-01,10:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/friday-primetime-comedy-10pm-2/,"comedy, stand-up, humor, late-night, energetic, groups, adults, rotating-lineup, primetime-show"
Comedy Shop,Friday: Primetime Comedy 12am,Midnight comedy show (listed as 11:30 PM start) with a rotating lineup of performers. Seating begins at 11:45pm and there is a two-item minimum per person.,$20.00,2026-05-01,11:30 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/friday-primetime-comedy-12am/,"comedy, stand-up, late-night, energetic, groups, midnight-show, rotating-lineup"
Comedy Shop,Saturday Night Comedy 6pm,6pm comedy show featuring the house/rotating comedians. Seating begins at 5:45pm and there is a two-item minimum per person.,$15.00,2026-05-02,6:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/saturday-night-comedy-6pm-2/,"comedy, stand-up, humor, comedian, energetic, groups, adults, live-comedy, rotating-lineup"
Comedy Shop,Saturday Night Comedy 8pm,8pm Saturday night comedy show with a rotating lineup of performers. Seating begins at 7:45pm and there is a two-item minimum purchase required per person.,$20.00,2026-05-02,8:00 PM,"167 Bleecker St, New York, NY 10012, USA",https://www.comedyshopnyc.com/store/event/saturday-night-comedy-8pm-1/,"comedy, stand-up, humor, energetic, rowdy, groups, adults, saturday-night, rotating-lineup"
West Side Comedy Club,Friday Shows,"A regular Friday comedy showcase featuring a rotating lineup of stand-up comedians performing short sets. Lineup for this date includes Teresa DeGaetano, Sarah Tollemache, Myq Kaplan, Sharief Johnson, Anthony Moore, and Aaron Berg.",N/A,2026-05-01,8:00 PM,"201 W 75th St, New York, NY 10023, USA",https://www.comedytickets.com/events/447707,"comedy, stand-up, humor, comedian, energetic, adults, groups, live-comedy, friday-night"
West Side Comedy Club,CURRENT OFFENSES,"A themed comedy show where established comics perform curated sets; this edition features Matt Ruby, Charles McBee, and Brian Scott McFadden. Expect an energetic late-night showcase with rotating guests.",N/A,2026-05-01,10:00 PM,"201 W 75th St, New York, NY 10023, USA",https://www.comedytickets.com/events/446860,"comedy, stand-up, humor, late-night, energetic, adults, groups, comedy-showcase, rotating-guests"
West Side Comedy Club,FUNY New Talent Showcase,FUNY's New Talent Showcase highlights emerging stand-up comedians performing short sets to work on new material. A great opportunity to see up-and-coming comics in an intimate club setting.,N/A,2026-05-02,6:00 PM,"201 W 75th St, New York, NY 10023, USA",https://www.comedytickets.com/events/531505,"comedy, stand-up, humor, comedian, intimate, groups, emerging-comics, new-material"
West Side Comedy Club,Saturday Favs,Saturday night showcase featuring a rotating lineup of favorite local and touring comedians; this 8:00 PM set lists Rich Aronovitch and Daniel Simonsen. Expect a full evening of stand-up from diverse performers.,N/A,2026-05-02,8:00 PM,"201 W 75th St, New York, NY 10023, USA",https://www.comedytickets.com/events/447582,"comedy, stand-up, humor, comedian, energetic, adults, diverse-comedians, rotating-lineup"
West Side Comedy Club,Saturday Favs,"Late-night edition of Saturday Favs with a large lineup including Chase DuRousseau, Ariel Elias, Adam Mamawala, Akeem Woods, Mariel Jimenez, and Max Manticof. A high-energy late set featuring both headliners and featured comics.",N/A,2026-05-02,10:00 PM,"201 W 75th St, New York, NY 10023, USA",https://www.comedytickets.com/events/447537,"comedy, stand-up, comedian, late-night, energetic, rowdy, groups, adults, saturday-night, headliners"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films. All tables are shared and there is a two-drink minimum; lineups are subject to change.",$20.00,2026-04-30,8:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526ntpl0c5,"comedy, stand-up, comedian, energetic, adults, showcase, professional-comics"
Gotham Comedy Club NYC,The Gotham All-Stars (The Vintage Lounge),"This show is held downstairs in The Vintage Lounge at Gotham Comedy Club. A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films.",$28.00,2026-05-01,6:30 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars-the-vintage-lounge-26hsllasf,"comedy, stand-up, comedian, late-night, energetic, adults, professional-comics, showcase"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films. All tables are shared and there is a two-drink minimum; lineups are subject to change.",$28.00,2026-05-01,7:30 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526iic6hv9,"comedy, stand-up, comedian, energetic, adults, professional-comics, TV-stars"
Gotham Comedy Club NYC,The Gotham All-Stars (The Vintage Lounge),"This show is held downstairs in The Vintage Lounge at Gotham Comedy Club. A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films.",$28.00,2026-05-01,8:30 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars-the-vintage-lounge-26ms4rwvm,"comedy, stand-up, comedian, late-night, energetic, adults, groups, netflix-comedians, professional-showcase"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films. All tables are shared and there is a two-drink minimum; lineups are subject to change.",$28.00,2026-05-01,10:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526yqtrlnz,"comedy, stand-up, sketch, energetic, rowdy, adults, groups, professional-comics, tv-showcase"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films. All tables are shared and there is a two-drink minimum; lineups are subject to change.",$28.00,2026-05-02,6:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526vbkexmh,"comedy, stand-up, comedian, energetic, adults, showcase, professional-comics"
Gotham Comedy Club NYC,The Gotham All-Stars (The Vintage Lounge),"This show is held downstairs in The Vintage Lounge at Gotham Comedy Club. A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films.",$28.00,2026-05-02,7:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars-the-vintage-lounge-26x57sbie,"comedy, stand-up, comedian, energetic, late-night, adults, groups, netflix-comics, professional-showcase"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films. All tables are shared and there is a two-drink minimum; lineups are subject to change.",$28.00,2026-05-02,8:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526xjb4v2c,"comedy, stand-up, comedian, energetic, rowdy, groups, professional-comics, tv-showcase"
Gotham Comedy Club NYC,The Gotham All-Stars (The Vintage Lounge),"This show is held downstairs in The Vintage Lounge at Gotham Comedy Club. A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films.",$28.00,2026-05-02,9:00 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars-the-vintage-lounge-26asr1ohj,"comedy, stand-up, comedian, energetic, late-night, adults, groups, netflix-comics, professional-showcase"
Gotham Comedy Club NYC,The Gotham All-Stars,"A professional showcase featuring comics from Netflix, Showtime, HBO, The Daily Show, The Tonight Show, Late Night, The Late Show, The Late Late Show and various TV shows and films. All tables are shared and there is a two-drink minimum; lineups are subject to change.",$28.00,2026-05-02,10:30 PM,"208 W 23rd St, New York, NY 10011, USA",https://events.leapevents.com/event/the-gotham-all-stars2526wyhrb90,"comedy, stand-up, humor, comedian, energetic, adults, groups, netflix-comics, professional-showcase"
The PIT,THURSDAY IN N’ OUT IMPROV JAM,"A drop-in improv jam where performers sign up and take the stage to play short-form/improv games. Casual, first-come-first-serve format with a host and guest host.",$5,2026-04-30,6:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/thursday-in-n-out-improv-jam/,"comedy, improv, unscripted, energetic, casual, groups, improv-jam, drop-in"
The PIT,PIT ENSEMBLES,Live long-form and musical improvisation performed by The PIT house teams; one ticket includes entry to both PIT Ensembles shows that night. Features rotating house teams and coached performances.,$10,2026-04-30,7:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/pit-ensembles/,"comedy, improv, sketch, unscripted, energetic, groups, live-improvisation, house-teams"
The PIT,PIT ENSEMBLES,Live long-form and musical improvisation performed by The PIT house teams; one ticket includes entry to both PIT Ensembles shows that night. Features rotating house teams and coached performances.,$10,2026-04-30,8:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/pit-ensembles/,"comedy, improv, unscripted, musical-improv, energetic, groups, solo-friendly, long-form-improv, house-teams"
The PIT,Character Study,A character-comedy showcase featuring performers (including UCB alumni) performing character pieces hosted by Eric Fuerer. Expect character-driven bits and graduation-style showcases of new talent.,N/A,2026-04-30,7:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit.my.salesforce-sites.com/ticket/,"comedy, sketch, character-comedy, unscripted, energetic, groups, showcase, UCB-alumni"
The PIT,Freshly Squeezed,"A troupe exploring absurd and adventurous long-form improv; the show features special guests and ensemble performers. Fast-paced, surreal improvisational comedy.",N/A,2026-04-30,9:15 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit.my.salesforce-sites.com/ticket/,"comedy, improv, sketch, unscripted, energetic, groups, absurd-comedy, long-form-improv"
The PIT,Thursday Musical Jam!,An open musical-improv jam inviting players to turn improvised scenes into spontaneous songs; newcomers and veterans are welcome. Family-friendly musical improv where no singing experience is required.,$10,2026-04-30,9:15 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/musical-improv-jam/,"comedy, improv, musical-improv, unscripted, energetic, casual, groups, solo-friendly, open-mic, jam-session"
The PIT,Friday Feel-GOOD IMPROV JAM,"An upbeat community improv jam to start the weekend, open to all experience levels and hosted by John T. Haller and Lane Napper. Short-form improv practice in a supportive environment.",$5,2026-05-01,5:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/improv-jam/,"comedy, improv, unscripted, energetic, casual, groups, solo-friendly, improv-jam, community"
The PIT,OFF YOUR ROCKER CHARACTER & CLOWN MIC,"A character and clown open mic for developing and workshopping characters and clown bits, hosted by Leah Laoch. In-person signups, first-come-first-serve.",$5,2026-05-01,6:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/rocker/,"comedy, open-mic, improv, sketch, casual, energetic, groups, character-workshop, clown-bits"
The PIT,Shadows Over Cheek City: A Classic Mystery from the Lost Case Files of Detective Butt Deadly,"An improvised, theatrically-styled mystery evening filled with nostalgic crime drama and live music; performed by a six-person ensemble. A satirical and cinematic improv mystery experience.",N/A,2026-05-01,7:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit.my.salesforce-sites.com/ticket/,"comedy, improv, sketch, interactive, energetic, groups, mystery-improv, noir-parody, ensemble-comedy"
The PIT,Obi Comedy Hour,"A stand-up showcase curated by Obi O’Brien featuring NYC comedians in a fast, varied line-up. Raw, unfiltered stand-up and comedic performances.",N/A,2026-05-01,8:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit.my.salesforce-sites.com/ticket/,"comedy, stand-up, humor, comedian, energetic, adults, groups, unfiltered-comedy, comedy-showcase"
The PIT,PEOPLES SKETCH REVUES presents: MUSICAL!,A sketch revue series featuring musical sketch team BACKGROUND NOISE and other sketch groups; directed by JQ Hennessy. A showcase of musical and sketch comedy from house teams.,N/A,2026-05-01,8:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit.my.salesforce-sites.com/ticket/,"comedy, sketch, musical-comedy, energetic, interactive, groups, sketch-revue, house-teams"
The PIT,The Secret Mic,A late-night secret/open mic featuring a rotating lineup of performers; admission requires $5 plus a one-drink minimum. Late-night comedy showcase and open mic culture.,$5 + ONE DRINK MINIMUM,2026-05-01,11:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/the-secret-mic/,"comedy, open-mic, stand-up, late-night, underground, groups, casual, secret-lineup, comedy-showcase"
The PIT,The Saturday Jam,"A weekend improv jam to get some improv in, open to players and audiences alike. Casual jam format with $5 cash at the door.",$5,2026-05-02,5:45 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/the-saturday-jam/,"comedy, improv, unscripted, casual, interactive, groups, improv-jam, affordable"
The PIT,Ladies Stand-Up! (Men Sit Down) Open Mic,"An inclusive weekly open mic for women and gender-minority performers to stand up and try new material; all are welcome to attend. Signups are first-come, and there is a $5 cash fee.",$5,2026-05-02,6:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit-nyc.com/events/ladies-stand-up-men-sit-down-open-mic/,"comedy, stand-up, open-mic, humor, energetic, inclusive, groups, women-performers, gender-inclusive"
The PIT,DUH! and All She Wrote,"A double-bill sketch show: DUH! (a monthly sketch group) paired with All She Wrote, a sketch series written and performed primarily by women with one featured man. Sketch comedy night with rotating casts.",N/A,2026-05-02,7:00 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit.my.salesforce-sites.com/ticket/,"comedy, sketch, humor, energetic, casual, groups, rotating-cast, sketch-comedy"
The PIT,Awkward Family Dinner,"A fully improvised 45-minute play portraying the most awkward of family dinners, performed by an ensemble cast. The show delivers character-driven, scene-based comedic storytelling.",N/A,2026-05-02,8:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit.my.salesforce-sites.com/ticket/,"comedy, improv, sketch, unscripted, energetic, groups, character-driven, family-dinner-comedy"
The PIT,DUCK SHOW,"A late-night stand-up showcase with comedy, characters, music, and a raffle for a duck-themed gift basket. A lively variety-style comedy showcase.",N/A,2026-05-02,9:30 PM,"154 W 29th St, New York, NY 10001, USA",https://thepit.my.salesforce-sites.com/ticket/,"comedy, stand-up, sketch, energetic, rowdy, groups, late-night, variety-show, duck-themed"
New York Comedy Club - East Village,"Mike Britt, Eagle Witt, Adam Ferrara, Jessica Levin",A downtown East Village stand-up showcase featuring a mix of club favorites and guest comedians. The page advertises the classic NYC stand-up experience with multiple performers and surprise drop-ins.,N/A,2026-04-30,10:15 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/mike-britt-eagle-witt-adam-ferrara-jessica-levin,"comedy, stand-up, humor, comedian, energetic, adults, late-night, stand-up-showcase, surprise-guests"
New York Comedy Club - East Village,"Eagle Witt, Dante Nero, Kaneez Surka, Jake Velazquez","An East Village evening showcase of stand-up featuring established and up-and-coming comics. The club highlights an intimate, fast-paced show with potential surprise drop-ins.",$53.68,2026-05-01,8:00 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/eagle-witt-dante-nero-kaneez-surka-jake-velazquez,"comedy, stand-up, humor, comedian, intimate, energetic, adults, groups, stand-up-showcase, surprise-guests"
New York Comedy Club - East Village,"Erin Jackson, Seaton Smith, James Mattern, Phil Duckett",Late-night East Village stand-up showcase featuring a lineup of comedians and club favorites. The event page lists ticketing and seating options for the show.,$53.68,2026-05-01,10:30 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/erin-jackson-seaton-smith-james-mattern-phil-duckett,"comedy, stand-up, humor, late-night, energetic, adults, comedian-lineup, stand-up-showcase"
New York Comedy Club - East Village,"Judah Friedlander, Marina Franklin, Michele Durante, Shafi Hossain","A matinee/early-evening East Village show described as a mix of fresh faces, club favorites, and citywide stars. Tickets are listed with general admission and premium seating options.",$47.16,2026-05-02,5:30 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/judah-friedlander-marina-franklin-michele-durante-shafi-hossain,"comedy, stand-up, humor, comedian, energetic, adults, groups, comedy-show, multi-comic-lineup"
New York Comedy Club - East Village,"Dean Edwards, Marion Grodin, Ayanna Dookie, Kunal C. Arora",An East Village evening showcase featuring national and local stand-up comedians. The event page offers general admission and premium seating with purchase details.,$53.68,2026-05-02,8:00 PM,"85 E 4th St, New York, NY 10003, USA",https://newyorkcomedyclub.com/events/dean-edwards-marion-grodin-ayanna-dookie-kunal-c-arora,"comedy, stand-up, humor, comedian, energetic, adults, groups, comedy-showcase, east-village-comedy"
New York Comedy Club - Midtown,"Adam Gilbert, Reg Thomas, Subhah Agarwal, Tyler Groce, Mike Britt","Get the authentic NYC stand up comedy experience at New York Comedy Club with a fast-paced showcase of top-tier comics and up-and-comers. Expect surprise drop-ins and a lively, intimate atmosphere.",$30.85,2026-04-30,10:30 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/adam-gilbert-reg-thomas-subhah-agarwal-tyler-groce-mike-britt,"comedy, stand-up, humor, sketch, energetic, intimate, adults, groups, comedy-showcase, live-comedians"
New York Comedy Club - Midtown,"ITMATTERS ft: Santi Espinosa, Sonya Vai, Dave Columbo, Ben Rosenfeld, Erin Maguire",A nightly showcase of the best comedians in the city featuring hot up-and-comers and surprise celebrity drop-ins. Enjoy authentic NYC stand-up in an intimate club setting.,$53.68,2026-05-01,7:00 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/itmatters-ft-santi-espinosa-sonya-vai-dave-columbo-ben-rosenfeld-erin-maguire,"comedy, stand-up, humor, comedian, intimate, energetic, adults, groups, live-comedy, showcase"
New York Comedy Club - Midtown,"Seaton Smith, Eleanor Kerrigan, James Mattern, Tom Cassidy","Enjoy a nightly showcase of top comedians, up-and-comers, and the occasional surprise guest. The show offers fast-paced stand-up in a classic New York club environment.",$53.68,2026-05-01,9:15 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/seaton-smith-eleanor-kerrigan-james-mattern-tom-cassidy,"comedy, stand-up, humor, comedian, energetic, adults, late-night, stand-up-showcase, surprise-guests"
New York Comedy Club - Midtown,"Jared Harvin, Jessica Levin, Tom Cassidy, Julia Kastner, Salma Zaky","A late-night showcase featuring a lineup of NYC comics and touring talent. Expect sharp stand-up in an intimate, high-energy room.",$36.29,2026-05-01,11:30 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/jared-harvin-jessica-levin-tom-cassidy-julia-kastner-salma-zaky,"comedy, stand-up, humor, comedian, late-night, energetic, intimate, adults, showcase"
New York Comedy Club - Midtown,Matinee with Ry Daddy,"A matinee mix of fresh faces, club favorites, and citywide stars — a perfect early-evening comedy fix. Skip out early and enjoy a lively, shortened showcase.",$42.81,2026-05-02,5:00 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/matinee-with-ry-daddy-2026-03-23154428,"comedy, stand-up, humor, energetic, casual, groups, afternoon-comedy, shortened-showcase"
New York Comedy Club - Midtown,"Marina Franklin, Kunal C. Arora & More!","A curated showcase featuring established and rising comedians, including touring headliners. Expect a diverse lineup and classic NYC stand-up energy.",$53.68,2026-05-02,7:00 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/marina-franklin-kunal-c-arora-more,"comedy, stand-up, humor, comedian, energetic, adults, groups, showcase, headliners"
New York Comedy Club - Midtown,"Marie Faustin, Adam Ferrara, Neko White, Julio Diaz",A lively showcase featuring a mix of well-known headliners and standout club favorites. Enjoy a night of diverse comedic voices in an intimate setting.,$53.68,2026-05-02,9:15 PM,"241 E 24th St, New York, NY 10010, USA",https://newyorkcomedyclub.com/events/marie-faustin-adam-ferrara-neko-white-julio-diaz,"comedy, stand-up, humor, comedian, intimate, energetic, adults, groups, comedy-showcase, headliners"
The Stand,"The Stand Presents: Oscar Aydin, Sienna Hubert-Ross, Michael Longfellow, & More!","A multi-comedian lineup featuring Oscar Aydin, Sienna Hubert-Ross, Michael Longfellow and others performing in the Upstairs room. Standard club rules and age restrictions apply.",$30.00,2026-05-01,7:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12931/2026-05-01-190000-the-stand-presents-oscar-aydin-sienna-hubert-ross-marito-lopez-more,"comedy, stand-up, comedian, humor, energetic, adults, late-night, comedy-lineup, stand-up-comedy"
The Stand,"The Stand Presents: Bonnie McFarlane, Paul Virzi, Aaron Berg, & More!","A headlining and supporting lineup featuring Bonnie McFarlane, Paul Virzi, Aaron Berg and additional comics in the Main room. Expect a curated evening of stand-up from established and rising performers.",$35.00,2026-05-01,8:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12932/2026-05-01-200000-the-stand-presents-bonnie-mcfarlane-paul-virzi-aaron-berg-more,"comedy, stand-up, comedian, humor, energetic, adults, headliner-lineup, multi-comic-night"
The Stand,Outdoor Patio Show,"An outdoor patio comedy show featuring a rotating lineup of comics including Marito Lopez, Tom McGuire, Ola Dada and more. A seasonal patio performance with a casual, al fresco setting.",$25.00,2026-05-01,8:30 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12933/2026-05-01-203000-outdoor-patio-show,"comedy, stand-up, humor, comedian, casual, energetic, groups, outdoor-comedy, patio-show"
The Stand,"The Stand Presents: Paul Virzi, Daniel Bridge-Gadd, Jim Florentine, & More!","A varied Upstairs lineup featuring Paul Virzi, Daniel Bridge-Gadd and Jim Florentine among others. A late-evening show with multiple comics sharing the bill.",$30.00,2026-05-01,9:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12934/2026-05-01-210000-the-stand-presents-paul-virzi-daniel-bridge-gadd-jim-florentine-more,"comedy, stand-up, comedian, late-night, energetic, groups, multi-comic, lineup"
The Stand,"The Stand Presents: Jim Florentine, Aaron Berg, Onika McLean, Bonnie McFarlane, & More!","A Main room showcase headlined by Jim Florentine with supporting spots from Aaron Berg, Onika McLean, Bonnie McFarlane and others. Expect high-energy stand-up from well-known and touring comedians.",$35.00,2026-05-01,10:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12908/2026-05-01-220000-the-stand-presents,"comedy, stand-up, humor, comedian, energetic, adults, groups, showcase, touring-comics"
The Stand,"The Stand Presents: Rachel Williams, Leonard Ouzts, Andre Kim, Blake Freeman, & More!","An Upstairs late-night lineup featuring Rachel Williams, Leonard Ouzts, Andre Kim, Blake Freeman and additional comics. A mix of rising stars and experienced performers.",$30.00,2026-05-01,11:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12935/2026-05-01-230000-the-stand-presents-rachel-williams-leonard-ouzts-andre-kim-blake-freeman-more,"comedy, stand-up, humor, late-night, energetic, adults, comedian-lineup, rising-stars"
The Stand,"The Stand Presents: Andre Kim, Marito Lopez, Blake Freeman, & More!","A late-night Main room show with performers Andre Kim, Marito Lopez, Blake Freeman and others. Ideal for night-owl comedy fans looking for end-of-evening sets.",$20.00,2026-05-01,11:55 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12936/2026-05-01-235500-the-stand-presents-andre-kim-marito-lopez-blake-freeman-more,"comedy, stand-up, humor, late-night, energetic, adults, comedian-lineup, end-of-night-sets"
The Stand,Laughing Buddha Comedy,Laughing Buddha Comedy showcases a diverse lineup of NYC’s best up-and-coming comedians performing alongside established pros. The show offers a lively mix of new talent and familiar faces.,$30.00,2026-05-02,5:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12937/2026-05-02-170000-laughing-buddha-comedy,"comedy, stand-up, comedian, energetic, rowdy, groups, adults, up-and-coming-comedians, mixed-lineup"
The Stand,Kyle Lewis Presents: Character Select,"A curated Main room show presented by Kyle Lewis featuring a lineup including Stacy Cay, Del Almo Manny, Daniel Bridge-Gadd and more. Show format highlights diverse comedic voices and character work.",$25.00,2026-05-02,6:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12900/2026-05-02-180000-kyle-lewis-presents-character-select,"comedy, stand-up, sketch, character-comedy, energetic, adults, groups, diverse-lineup, character-work"
The Stand,"The Stand Presents: Sienna Hubert-Ross, Andre Kim, Tom McGuire, & More!","An Upstairs lineup featuring Sienna Hubert-Ross, Andre Kim, Tom McGuire and additional comics. A standard multi-comedian set with rotating performers.",$30.00,2026-05-02,7:00 PM,"116 E 16th St, New York, NY 10003, USA",https://thestandnyc.com/shows/show/12938/2026-05-02-190000-the-stand-presents-sienna-hubert-ross-andre-kim-tom-mcguire-more,"comedy, stand-up, humor, comedian, energetic, adults, groups, multi-comedian, rotating-lineup"
