Name,Event,Description,Cost,Duration,Difficulty,Date,Time,Address,Ticket_URL,Keywords
Komnata Quest Brooklyn,The City of Ashes,"After crashing outside a deserted town shrouded in fog, you and your team find the streets empty — but something is hunting your souls. Explore the town and survive the horrors to uncover what happened.",35,60 min,N/A,2026-04-30,Various times,"104 West St, Brooklyn, NY 11222, USA",https://www.komnataescaperoom.com/book-now-chamber-of-horror,"escape_room, puzzle, immersive, challenge, horror-escape, teamwork, groups, survival-mystery"
Komnata Quest Brooklyn,Hex Of The Chinese Jewelry Box,A local history professor dies mysteriously after coming into contact with a cursed artifact. Step into his study to recover the artifact and break the hex before it spreads to your town.,35,60 min,N/A,2026-04-30,Various times,"104 West St, Brooklyn, NY 11222, USA",https://www.komnataescaperoom.com/book-now-sliping-spirits,"escape_room, puzzle, immersive, challenge, mysterious, groups, cursed-artifact, local-history"
Komnata Quest Brooklyn,Mystery of Dr. Frankenstein,Enter Dr. Victor Frankenstein’s laboratory where his experiments have caused a rift in the space-time continuum. Help fix the rift and stop the consequences of his work.,35,60 min,N/A,2026-04-30,Various times,"104 West St, Brooklyn, NY 11222, USA",https://www.komnataescaperoom.com/book-now-mmystery-of-doctor-frankenstein,"escape_room, puzzle, immersive, adventure, challenging, groups, team-building, frankenstein-lab, sci-fi-mystery"
Immersive Gamebox - Lower East Side,SQUID GAME,"Conquer Squid Game challenges with friends in this digital adventure. Survive, earn rewards, climb the leaderboard. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty))",N/A,60 min,Challenge,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, challenge, immersive, teamwork, groups, squid-game, digital-adventure, leaderboard"
Immersive Gamebox - Lower East Side,FLOOR IS LAVA,"Step into the molten excitement of The Floor is Lava, where the walls themselves are alive with fiery danger — an adrenaline-fueled, team-based experience inspired by the Netflix series. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty))",N/A,30 min,Challenge,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, challenge, teamwork, immersive, energetic, groups, netflix-inspired, lava-adventure"
Immersive Gamebox - Lower East Side,ESCAPE AI,World’s first immersive escape room — race the clock to solve the mystery behind the disappearance of an eccentric inventor. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty)),N/A,60 min,Challenge,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, challenge, immersive, interactive, groups, team-building, AI-mystery, timed-adventure"
Immersive Gamebox - Lower East Side,CAN'T DECIDE?,Not sure which game to pick? Book this 30‑minute experience and the on‑site team will help select the best game for your group when you arrive. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty)),N/A,30 min,Experience,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, immersive, interactive, challenge, groups, team-building, game-selection, beginner-friendly"
Immersive Gamebox - Lower East Side,GHOSTBUSTERS: THE CURSED COLLECTION,The city is overrun with ghosts and ghouls — team up with your local Ghostbusters unit to trap all the ghosts before time runs out. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty)),N/A,60 min,Family,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, immersive, teamwork, challenge, groups, ghostbusters, ghost-hunting"
Immersive Gamebox - Lower East Side,PAW PATROL: NEW RECRUITS,Dive into the hit TV show Paw Patrol — join Ryder and your favorite four‑legged friends on fun rescue missions designed for younger players. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty)),N/A,60 min,Perfect for kids,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, adventure, interactive, immersive, families, paw-patrol, kids-rescue-mission"
Immersive Gamebox - Lower East Side,ANGRY BIRDS,"Take command and lead the Angry Birds to victory in this life‑sized digital version of the classic game, outwitting the King Pig through teamwork and skill. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty))",N/A,30 min,Challenge,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, challenge, teamwork, immersive, interactive, groups, angry-birds, digital-game"
Immersive Gamebox - Lower East Side,ALIEN APTITUDE TEST,"London is under alien invasion — pass a series of aptitude tests (agility, teamwork, memory, fortitude) to prove your worth across four immersive challenges. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty))",N/A,60 min,Family,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, immersive, challenge, teamwork, energetic, groups, alien-invasion, aptitude-tests"
Immersive Gamebox - Lower East Side,JAMES BUNNY: CASINO TROPICALE,Agent Bunny must thwart Salamander's casino scheme — solve puzzles and save the world in this tongue‑in‑cheek spy/adventure experience. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty)),N/A,60 min,Challenge,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, adventure, immersive, spy-mission, groups, team-building, brain-teaser, casino-heist"
Immersive Gamebox - Lower East Side,TEMPLE OF COINS,"Navigate the temple, gather gold coins, and dodge ghosts in a fast‑paced, movement‑driven competition where your actions shape the game. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty))",N/A,30 min,Competition,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, adventure, immersive, energetic, groups, temple-coins, movement-based, competition"
Immersive Gamebox - Lower East Side,TICKET TO MARS,"Prepare for an interstellar adventure — join the mission to Mars, mine Elonium, and conquer out‑of‑this‑world challenges with your crew. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty))",N/A,60 min,Challenge,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, immersive, teamwork, adventure, groups, space-mission, sci-fi-challenge"
Immersive Gamebox - Lower East Side,PSYCHEDELIC MANSION,"Join CIA training and face four colourful, tricky challenges at Psychedelic Mansion — a quirky, puzzle‑driven experience. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty))",N/A,60 min,Challenge,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, challenge, immersive, interactive, groups, team-building, psychedelic-theme, logic-puzzles"
Immersive Gamebox - Lower East Side,JUNIOR BUNDLE,"Youngsters team up in kid‑friendly challenges (Tip Tap Memory Challenge and Temple of Coins Junior) for an interactive, family‑friendly adventure. ([immersivegamebox.com](https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty))",N/A,30 min,Great for Kids,2026-04-30,Various times,"81 Essex St, New York, NY 10002, USA",https://immersivegamebox.com/locations/ny-lower-east-side-manhattan/?venue=skills.tiger.pretty,"escape_room, puzzle, challenge, teamwork, interactive, families, kids, memory-game, junior-adventure"
PanIQ Escape Room NYC,Houdini's Workshop,"Set in Harry Houdini’s workshop after his death, players search the magician’s lab for clues about a mysterious Artifact and must prevent his research from falling into the wrong hands. The game features complex, mind-bending puzzles for large groups and enthusiasts.",39.95,60 min,Expert,2026-04-30,6:00 PM,"39 W 32nd St 4th floor, New York, NY 10001, USA",https://paniqescaperoom.com/nyc/en/booking/escape-room/houdinis-workshop,"escape_room, puzzle, immersive, challenging, brain-teaser, groups, magic-themed, houdini"
PanIQ Escape Room NYC,Pirates Of The Bermuda Triangle,Board the mutinied Hades’ Plunder to recover a stolen stone believed to be the Artifact and work with the captain to get the treasure to shore before the ship sinks. The room is puzzle-heavy and designed for larger groups seeking a challenge.,39.95,60 min,Expert,2026-04-30,6:15 PM,"39 W 32nd St 4th floor, New York, NY 10001, USA",https://paniqescaperoom.com/nyc/en/booking/escape-room/pirates-of-the-bermuda-triangle,"escape_room, puzzle, adventure, immersive, challenging, groups, pirate-themed, team-building"
PanIQ Escape Room NYC,Moonshine Madness,"A 1920s speakeasy’s drink contains fragments of the Artifact, causing visions; players must go back in time, mix and sample the drinks, and use the visions to gather information in the hunt for the Artifact. The room is medium difficulty and family friendly.",39.95,60 min,Medium,2026-04-30,6:30 PM,"39 W 32nd St 4th floor, New York, NY 10001, USA",https://paniqescaperoom.com/nyc/en/booking/escape-room/moonshine-madness,"escape_room, puzzle, immersive, interactive, adventure, families, groups, 1920s-speakeasy, time-travel, artifact-hunt"
PanIQ Escape Room NYC,Guardian Of Gotham,"In a near-future Manhattan under martial law, players break into the lair of a time-traveling vigilante known as “Doctor Time” to recover PanIQ technology, uncover information about the Artifact, and stop the vigilante from abusing power. The experience is medium difficulty.",39.95,60 min,Medium,2026-04-30,6:45 PM,"39 W 32nd St 4th floor, New York, NY 10001, USA",https://paniqescaperoom.com/nyc/en/booking/escape-room/guardian-of-gotham,"escape_room, puzzle, immersive, adventure, challenge, groups, team-building, time-travel, superhero-themed"
"Brooklyn Escape Room, Nerf Blasters, & Birthday Parties",The Dungeon,"A 1,100+ sq ft immersive escape room where players must escape before the executioner arrives; accommodates up to 20 players and is family-friendly with no jump scares or gore.",N/A,60 min,N/A,2026-04-30,Various times,"Industry City, 68 34th St Building 6 second floor, Brooklyn, NY 11232, USA",https://brooklynescaperoomic.resova.us/items/availability?category=2,"escape_room, puzzle, challenge, immersive, interactive, families, groups, dungeon-theme, executioner"
"Brooklyn Escape Room, Nerf Blasters, & Birthday Parties",Pirate Adventure,A daring high-seas adventure exploring the wreck of infamous pirate Captain Dredd to uncover his legendary golden treasure before the curse of the lost island claims you; appropriate for children with no jump scares or gore.,N/A,60 min,N/A,2026-04-30,Various times,"Industry City, 68 34th St Building 6 second floor, Brooklyn, NY 11232, USA",https://brooklynescaperoomic.resova.us/items/availability?category=2,"escape_room, puzzle, adventure, immersive, interactive, families, groups, pirate-treasure, kid-friendly"
"Brooklyn Escape Room, Nerf Blasters, & Birthday Parties",House of Spirits,A creepy haunted-house style escape room filled with mystery and tension where players must discover the secrets of a missing family and escape before it is too late; appropriate for children with no jump scares or gore.,N/A,60 min,N/A,2026-04-30,Various times,"Industry City, 68 34th St Building 6 second floor, Brooklyn, NY 11232, USA",https://brooklynescaperoomic.resova.us/items/availability?category=2,"escape_room, puzzle, immersive, challenge, mystery, haunted-house, family-friendly, groups, adventure"
"Brooklyn Escape Room, Nerf Blasters, & Birthday Parties",Shelter R,A challenging survival escape set in a dystopian future where bombs have devastated the world and players must break out of the shelter before contamination takes hold.,N/A,60 min,N/A,2026-04-30,Various times,"Industry City, 68 34th St Building 6 second floor, Brooklyn, NY 11232, USA",https://brooklynescaperoomic.resova.us/items/availability?category=2,"escape_room, puzzle, immersive, challenging, adventure, groups, team-building, dystopian-survival, bomb-shelter"
Escape Room Madness NYC,The Perfect Crime,"Detective Robert Wolfe has solved a murder but is now missing; you enter his office and must piece together clues to solve what appears to be the perfect crime. This is an investigative, puzzle-driven mystery that emphasizes teamwork and deduction.",40,60 min,8/10,2026-04-30,Various times,"38 W 32nd St 5th Floor, Ste 500, New York, NY 10001, USA",https://escaperoommadness.com/book-now/,"escape_room, puzzle, teamwork, immersive, challenging, groups, mystery-investigation, deduction-puzzle, detective-theme"
Escape Room Madness NYC,Quarantine,"Dr. Semias Vexx locks you in his laboratory and plans to release a deadly virus worldwide; your team must solve the lab’s puzzles to stop the outbreak. A high-stakes, time-sensitive science-lab thriller with puzzle and problem-solving challenges.",40,60 min,7/10,2026-04-30,Various times,"38 W 32nd St 5th Floor, Ste 500, New York, NY 10001, USA",https://escaperoommadness.com/book-now/,"escape_room, puzzle, challenge, immersive, teamwork, groups, virus-lab, science-thriller, timed-puzzle"
Escape Room Madness NYC,Nuclear Annihilation,"A terrorist attack has trapped your team of engineers inside a NYC power plant; you must navigate puzzles and systems to deactivate the nuclear reactor and avert catastrophe. An intense, urgent scenario focused on teamwork and real-time problem solving.",40,60 min,8/10,2026-04-30,Various times,"38 W 32nd St 5th Floor, Ste 500, New York, NY 10001, USA",https://escaperoommadness.com/book-now/,"escape_room, puzzle, teamwork, immersive, challenging, groups, nuclear-reactor, high-stakes-scenario"
Escape Room Madness NYC,Prey,"Sent by Detective William Sharpton to the Fleureau House, your team must investigate a terrifying creature stalked by the town as the next full moon approaches. A horror-leaning, suspenseful escape room that emphasizes atmosphere and survival under pressure.",40,60 min,9/10,2026-04-30,Various times,"38 W 32nd St 5th Floor, Ste 500, New York, NY 10001, USA",https://escaperoommadness.com/book-now/,"escape_room, puzzle, immersive, challenge, atmospheric, horror-escape, survival, groups, team-building"
Escape Room Madness NYC,Masquerade,"Disguised as guests at Ludovico Manin’s Masquerade Ball, your team must infiltrate the event, search for evidence of a high-profile crime, and escape without being detected. A stealth-and-observation focused experience set in an opulent ballroom environment.",40,60 min,6/10,2026-04-30,Various times,"38 W 32nd St 5th Floor, Ste 500, New York, NY 10001, USA",https://escaperoommadness.com/book-now/,"escape_room, puzzle, immersive, challenge, teamwork, energetic, groups, stealth-mission, masquerade-ball, observation-game"
Escape Room Madness NYC,Exodus,"At the New York History Museum the ghost of Pharaoh Ramses II has possessed the curator and threatens catastrophic events; with help from the benevolent Pharaoh Khufu your team must decipher ancient clues to save humanity. A history-themed, puzzle-rich adventure with an Egyptian motif.",40,60 min,6/10,2026-04-30,Various times,"38 W 32nd St 5th Floor, Ste 500, New York, NY 10001, USA",https://escaperoommadness.com/book-now/,"escape_room, puzzle, immersive, adventure, teamwork, challenging, groups, Egyptian-mythology, ancient-history"
SPYSCAPE & SPYGAMES,SPYSCAPE Museum & Experience,"A brain‑teasing immersive spy museum developed with MI6 trainers and psychologists; visitors complete a series of challenges (observation, deception, encryption, mental tests) to generate a detailed Q Type profile. The experience blends galleries, interactive challenges and a shared debrief to reveal strengths and decision‑making style.",39,90 min,N/A,2026-04-30,Various times,"928 8th Ave, New York, NY 10019, USA",https://ticketing.spyscape.com/events/57866ab8-cd7d-482d-64bc-d2a1cc22937e?tg=b377ca8b-ec85-639e-a598-d953ce9d6a31,"escape_room, puzzle, interactive, immersive, challenging, brain-teaser, groups, spy-museum, Q-Type-profile"
SPYSCAPE & SPYGAMES,SPYGAMES Experience,"A pulse‑racing set of high‑tech game zones created with CIA and Special Ops experts where teams (2+) compete in physical and mental challenges—laser mazes, code cracking, climbing and timed teamwork tasks. Designed to test agility, strategy, accuracy and teamwork across multiple game rooms.",39,50 min,N/A,2026-04-30,Various times,"928 8th Ave, New York, NY 10019, USA",https://ticketing.spyscape.com/spyscape/events/74aeaba5-49d4-cf27-577c-82597524b895?tg=08477b31-2928-6fe9-d9a4-9336a5918e88,"escape_room, puzzle, challenge, teamwork, immersive, energetic, groups, laser-maze, code-cracking, spy-games"
SPYSCAPE & SPYGAMES,All Access,"Combined ticket giving access to both SPYGAMES (pulse‑racing game zones) and the full SPYSCAPE museum experience, plus a digital Q Type profile and spy role bracelet. Enables a combined visit that covers both physical and cognitive spy challenges in one booking.",69,2 hours,N/A,2026-04-30,Various times,"928 8th Ave, New York, NY 10019, USA",https://ticketing.spyscape.com/spyscape/events/74aeaba5-49d4-cf27-577c-82597524b895?tg=08477b31-2928-6fe9-d9a4-9336a5918e88,"escape_room, puzzle, immersive, interactive, adventure, groups, team-building, spy-games, museum-experience"
SPYSCAPE & SPYGAMES,VIP All Access,VIP version of the All Access ticket which includes both experiences plus a printed Q Type profile dossier to take home and VIP benefits. Intended for guests wanting a premium debrief and printed materials in addition to the full SPYGAMES and SPYSCAPE visit.,74,2 hours,N/A,2026-04-30,Various times,"928 8th Ave, New York, NY 10019, USA",https://ticketing.spyscape.com/spyscape/events/74aeaba5-49d4-cf27-577c-82597524b895,"escape_room, puzzle, immersive, interactive, challenge, groups, team-building, spy-themed, VIP-experience"
